,DateTime
11798,1943-04-20
11799,1943-04-21
11800,1943-04-22
11801,1943-04-23
11802,1943-04-24
11803,1943-04-25
11804,1943-04-26
11805,1943-04-27
11806,1943-04-28
11807,1943-04-29
11808,1943-04-30
11809,1943-05-01
11810,1943-05-02
11811,1943-05-03
11812,1943-05-04
11813,1943-05-05
11814,1943-05-06
11815,1943-05-07
11816,1943-05-08
11817,1943-05-09
11818,1943-05-10
11819,1943-05-11
11820,1943-05-12
11821,1943-05-13
11822,1943-05-14
11823,1943-05-15
11824,1943-05-16
11825,1943-05-17
11826,1943-05-18
11827,1943-05-19
11828,1943-05-20
11829,1943-05-21
11830,1943-05-22
11831,1943-05-23
11832,1943-05-24
11833,1943-05-25
11834,1943-05-26
11835,1943-05-27
11836,1943-05-28
11837,1943-05-29
11838,1943-05-30
11839,1943-05-31
11840,1943-06-01
11841,1943-06-02
11842,1943-06-03
11843,1943-06-04
11844,1943-06-05
11845,1943-06-06
11846,1943-06-07
11847,1943-06-08
11848,1943-06-09
11849,1943-06-10
11850,1943-06-11
11851,1943-06-12
11852,1943-06-13
11853,1943-06-14
11854,1943-06-15
11855,1943-06-16
11856,1943-06-17
11857,1943-06-18
11858,1943-06-19
11859,1943-06-20
11860,1943-06-21
11861,1943-06-22
11862,1943-06-23
11863,1943-06-24
11864,1943-06-25
11865,1943-06-26
11866,1943-06-27
11867,1943-06-28
11868,1943-06-29
11869,1943-06-30
11870,1943-07-01
11871,1943-07-02
11872,1943-07-03
11873,1943-07-04
11874,1943-07-05
11875,1943-07-06
11876,1943-07-07
11877,1943-07-08
11878,1943-07-09
11879,1943-07-10
11880,1943-07-11
11881,1943-07-12
11882,1943-07-13
11883,1943-07-14
11884,1943-07-15
11885,1943-07-16
11886,1943-07-17
11887,1943-07-18
11888,1943-07-19
11889,1943-07-20
11890,1943-07-21
11891,1943-07-22
11892,1943-07-23
11893,1943-07-24
11894,1943-07-25
11895,1943-07-26
11896,1943-07-27
11897,1943-07-28
11898,1943-07-29
11899,1943-07-30
11900,1943-07-31
11901,1943-08-01
11902,1943-08-02
11903,1943-08-03
11904,1943-08-04
11905,1943-08-05
11906,1943-08-06
11907,1943-08-07
11908,1943-08-08
11909,1943-08-09
11910,1943-08-10
11911,1943-08-11
11912,1943-08-12
11913,1943-08-13
11914,1943-08-14
11915,1943-08-15
11916,1943-08-16
11917,1943-08-17
11918,1943-08-18
11919,1943-08-19
11920,1943-08-20
11921,1943-08-21
11922,1943-08-22
11923,1943-08-23
11924,1943-08-24
11925,1943-08-25
11926,1943-08-26
11927,1943-08-27
11928,1943-08-28
11929,1943-08-29
11930,1943-08-30
11931,1943-08-31
11932,1943-09-01
11933,1943-09-02
11934,1943-09-03
11935,1943-09-04
11936,1943-09-05
11937,1943-09-06
11938,1943-09-07
11939,1943-09-08
11940,1943-09-09
11941,1943-09-10
11942,1943-09-11
11943,1943-09-12
11944,1943-09-13
11945,1943-09-14
11946,1943-09-15
11947,1943-09-16
11948,1943-09-17
11949,1943-09-18
11950,1943-09-19
11951,1943-09-20
11952,1943-09-21
11953,1943-09-22
11954,1943-09-23
11955,1943-09-24
11956,1943-09-25
11957,1943-09-26
11958,1943-09-27
11959,1943-09-28
11960,1943-09-29
11961,1943-09-30
11962,1943-10-01
11963,1943-10-02
11964,1943-10-03
11965,1943-10-04
11966,1943-10-05
11967,1943-10-06
11968,1943-10-07
11969,1943-10-08
11970,1943-10-09
11971,1943-10-10
11972,1943-10-11
11973,1943-10-12
11974,1943-10-13
11975,1943-10-14
11976,1943-10-15
11977,1943-10-16
11978,1943-10-17
11979,1943-10-18
11980,1943-10-19
11981,1943-10-20
11982,1943-10-21
11983,1943-10-22
11984,1943-10-23
11985,1943-10-24
11986,1943-10-25
11987,1943-10-26
11988,1943-10-27
11989,1943-10-28
11990,1943-10-29
11991,1943-10-30
11992,1943-10-31
11993,1943-11-01
11994,1943-11-02
11995,1943-11-03
11996,1943-11-04
11997,1943-11-05
11998,1943-11-06
11999,1943-11-07
12000,1943-11-08
12001,1943-11-09
12002,1943-11-10
12003,1943-11-11
12004,1943-11-12
12005,1943-11-13
12006,1943-11-14
12007,1943-11-15
12008,1943-11-16
12009,1943-11-17
12010,1943-11-18
12011,1943-11-19
12012,1943-11-20
12013,1943-11-21
12014,1943-11-22
12015,1943-11-23
12016,1943-11-24
12017,1943-11-25
12018,1943-11-26
12019,1943-11-27
12020,1943-11-28
12021,1943-11-29
12022,1943-11-30
12023,1943-12-01
12024,1943-12-02
12025,1943-12-03
12026,1943-12-04
12027,1943-12-05
12028,1943-12-06
12029,1943-12-07
12030,1943-12-08
12031,1943-12-09
12032,1943-12-10
12033,1943-12-11
12034,1943-12-12
12035,1943-12-13
12036,1943-12-14
12037,1943-12-15
12038,1943-12-16
12039,1943-12-17
12040,1943-12-18
12041,1943-12-19
12042,1943-12-20
12043,1943-12-21
12044,1943-12-22
12045,1943-12-23
12046,1943-12-24
12047,1943-12-25
12048,1943-12-26
12049,1943-12-27
12050,1943-12-28
12051,1943-12-29
12052,1943-12-30
12053,1943-12-31
12054,1944-01-01
12055,1944-01-02
12056,1944-01-03
12057,1944-01-04
12058,1944-01-05
12059,1944-01-06
12060,1944-01-07
12061,1944-01-08
12062,1944-01-09
12063,1944-01-10
12064,1944-01-11
12065,1944-01-12
12066,1944-01-13
12067,1944-01-14
12068,1944-01-15
12069,1944-01-16
12070,1944-01-17
12071,1944-01-18
12072,1944-01-19
12073,1944-01-20
12074,1944-01-21
12075,1944-01-22
12076,1944-01-23
12077,1944-01-24
12078,1944-01-25
12079,1944-01-26
12080,1944-01-27
12081,1944-01-28
12082,1944-01-29
12083,1944-01-30
12084,1944-01-31
12085,1944-02-01
12086,1944-02-02
12087,1944-02-03
12088,1944-02-04
12089,1944-02-05
12090,1944-02-06
12091,1944-02-07
12092,1944-02-08
12093,1944-02-09
12094,1944-02-10
12095,1944-02-11
12096,1944-02-12
12097,1944-02-13
12098,1944-02-14
12099,1944-02-15
12100,1944-02-16
12101,1944-02-17
12102,1944-02-18
12103,1944-02-19
12104,1944-02-20
12105,1944-02-21
12106,1944-02-22
12107,1944-02-23
12108,1944-02-24
12109,1944-02-25
12110,1944-02-26
12111,1944-02-27
12112,1944-02-28
12113,1944-02-29
12114,1944-03-01
12115,1944-03-02
12116,1944-03-03
12117,1944-03-04
12118,1944-03-05
12119,1944-03-06
12120,1944-03-07
12121,1944-03-08
12122,1944-03-09
12123,1944-03-10
12124,1944-03-11
12125,1944-03-12
12126,1944-03-13
12127,1944-03-14
12128,1944-03-15
12129,1944-03-16
12130,1944-03-17
12131,1944-03-18
12132,1944-03-19
12133,1944-03-20
12134,1944-03-21
12135,1944-03-22
12136,1944-03-23
12137,1944-03-24
12138,1944-03-25
12139,1944-03-26
12140,1944-03-27
12141,1944-03-28
12142,1944-03-29
12143,1944-03-30
12144,1944-03-31
12145,1944-04-01
12146,1944-04-02
12147,1944-04-03
12148,1944-04-04
12149,1944-04-05
12150,1944-04-06
12151,1944-04-07
12152,1944-04-08
12153,1944-04-09
12154,1944-04-10
12155,1944-04-11
12156,1944-04-12
12157,1944-04-13
12158,1944-04-14
12159,1944-04-15
12160,1944-04-16
12161,1944-04-17
12162,1944-04-18
12163,1944-04-19
12164,1944-04-20
12165,1944-04-21
12166,1944-04-22
12167,1944-04-23
12168,1944-04-24
12169,1944-04-25
12170,1944-04-26
12171,1944-04-27
12172,1944-04-28
12173,1944-04-29
12174,1944-04-30
12175,1944-05-01
12176,1944-05-02
12177,1944-05-03
12178,1944-05-04
12179,1944-05-05
12180,1944-05-06
12181,1944-05-07
12182,1944-05-08
12183,1944-05-09
12184,1944-05-10
12185,1944-05-11
12186,1944-05-12
12187,1944-05-13
12188,1944-05-14
12189,1944-05-15
12190,1944-05-16
12191,1944-05-17
12192,1944-05-18
12193,1944-05-19
12194,1944-05-20
12195,1944-05-21
12196,1944-05-22
12197,1944-05-23
12198,1944-05-24
12199,1944-05-25
12200,1944-05-26
12201,1944-05-27
12202,1944-05-28
12203,1944-05-29
12204,1944-05-30
12205,1944-05-31
12206,1944-06-01
12207,1944-06-02
12208,1944-06-03
12209,1944-06-04
12210,1944-06-05
12211,1944-06-06
12212,1944-06-07
12213,1944-06-08
12214,1944-06-09
12215,1944-06-10
12216,1944-06-11
12217,1944-06-12
12218,1944-06-13
12219,1944-06-14
12220,1944-06-15
12221,1944-06-16
12222,1944-06-17
12223,1944-06-18
12224,1944-06-19
12225,1944-06-20
12226,1944-06-21
12227,1944-06-22
12228,1944-06-23
12229,1944-06-24
12230,1944-06-25
12231,1944-06-26
12232,1944-06-27
12233,1944-06-28
12234,1944-06-29
12235,1944-06-30
12236,1944-07-01
12237,1944-07-02
12238,1944-07-03
12239,1944-07-04
12240,1944-07-05
12241,1944-07-06
12242,1944-07-07
12243,1944-07-08
12244,1944-07-09
12245,1944-07-10
12246,1944-07-11
12247,1944-07-12
12248,1944-07-13
12249,1944-07-14
12250,1944-07-15
12251,1944-07-16
12252,1944-07-17
12253,1944-07-18
12254,1944-07-19
12255,1944-07-20
12256,1944-07-21
12257,1944-07-22
12258,1944-07-23
12259,1944-07-24
12260,1944-07-25
12261,1944-07-26
12262,1944-07-27
12263,1944-07-28
12264,1944-07-29
12265,1944-07-30
12266,1944-07-31
12267,1944-08-01
12268,1944-08-02
12269,1944-08-03
12270,1944-08-04
12271,1944-08-05
12272,1944-08-06
12273,1944-08-07
12274,1944-08-08
12275,1944-08-09
12276,1944-08-10
12277,1944-08-11
12278,1944-08-12
12279,1944-08-13
12280,1944-08-14
12281,1944-08-15
12282,1944-08-16
12283,1944-08-17
12284,1944-08-18
12285,1944-08-19
12286,1944-08-20
12287,1944-08-21
12288,1944-08-22
12289,1944-08-23
12290,1944-08-24
12291,1944-08-25
12292,1944-08-26
12293,1944-08-27
12294,1944-08-28
12295,1944-08-29
12296,1944-08-30
12297,1944-08-31
12298,1944-09-01
12299,1944-09-02
12300,1944-09-03
12301,1944-09-04
12302,1944-09-05
12303,1944-09-06
12304,1944-09-07
12305,1944-09-08
12306,1944-09-09
12307,1944-09-10
12308,1944-09-11
12309,1944-09-12
12310,1944-09-13
12311,1944-09-14
12312,1944-09-15
12313,1944-09-16
12314,1944-09-17
12315,1944-09-18
12316,1944-09-19
12317,1944-09-20
12318,1944-09-21
12319,1944-09-22
12320,1944-09-23
12321,1944-09-24
12322,1944-09-25
12323,1944-09-26
12324,1944-09-27
12325,1944-09-28
12326,1944-09-29
12327,1944-09-30
12328,1944-10-01
12329,1944-10-02
12330,1944-10-03
12331,1944-10-04
12332,1944-10-05
12333,1944-10-06
12334,1944-10-07
12335,1944-10-08
12336,1944-10-09
12337,1944-10-10
12338,1944-10-11
12339,1944-10-12
12340,1944-10-13
12341,1944-10-14
12342,1944-10-15
12343,1944-10-16
12344,1944-10-17
12345,1944-10-18
12346,1944-10-19
12347,1944-10-20
12348,1944-10-21
12349,1944-10-22
12350,1944-10-23
12351,1944-10-24
12352,1944-10-25
12353,1944-10-26
12354,1944-10-27
12355,1944-10-28
12356,1944-10-29
12357,1944-10-30
12358,1944-10-31
12359,1944-11-01
12360,1944-11-02
12361,1944-11-03
12362,1944-11-04
12363,1944-11-05
12364,1944-11-06
12365,1944-11-07
12366,1944-11-08
12367,1944-11-09
12368,1944-11-10
12369,1944-11-11
12370,1944-11-12
12371,1944-11-13
12372,1944-11-14
12373,1944-11-15
12374,1944-11-16
12375,1944-11-17
12376,1944-11-18
12377,1944-11-19
12378,1944-11-20
12379,1944-11-21
12380,1944-11-22
12381,1944-11-23
12382,1944-11-24
12383,1944-11-25
12384,1944-11-26
12385,1944-11-27
12386,1944-11-28
12387,1944-11-29
12388,1944-11-30
12389,1944-12-01
12390,1944-12-02
12391,1944-12-03
12392,1944-12-04
12393,1944-12-05
12394,1944-12-06
12395,1944-12-07
12396,1944-12-08
12397,1944-12-09
12398,1944-12-10
12399,1944-12-11
12400,1944-12-12
12401,1944-12-13
12402,1944-12-14
12403,1944-12-15
12404,1944-12-16
12405,1944-12-17
12406,1944-12-18
12407,1944-12-19
12408,1944-12-20
12409,1944-12-21
12410,1944-12-22
12411,1944-12-23
12412,1944-12-24
12413,1944-12-25
12414,1944-12-26
12415,1944-12-27
12416,1944-12-28
12417,1944-12-29
12418,1944-12-30
12419,1944-12-31
12420,1945-01-01
12421,1945-01-02
12422,1945-01-03
12423,1945-01-04
12424,1945-01-05
12425,1945-01-06
12426,1945-01-07
12427,1945-01-08
12428,1945-01-09
12429,1945-01-10
12430,1945-01-11
12431,1945-01-12
12432,1945-01-13
12433,1945-01-14
12434,1945-01-15
12435,1945-01-16
12436,1945-01-17
12437,1945-01-18
12438,1945-01-19
12439,1945-01-20
12440,1945-01-21
12441,1945-01-22
12442,1945-01-23
12443,1945-01-24
12444,1945-01-25
12445,1945-01-26
12446,1945-01-27
12447,1945-01-28
12448,1945-01-29
12449,1945-01-30
12450,1945-01-31
12451,1945-02-01
12452,1945-02-02
12453,1945-02-03
12454,1945-02-04
12455,1945-02-05
12456,1945-02-06
12457,1945-02-07
12458,1945-02-08
12459,1945-02-09
12460,1945-02-10
12461,1945-02-11
12462,1945-02-12
12463,1945-02-13
12464,1945-02-14
12465,1945-02-15
12466,1945-02-16
12467,1945-02-17
12468,1945-02-18
12469,1945-02-19
12470,1945-02-20
12471,1945-02-21
12472,1945-02-22
12473,1945-02-23
12474,1945-02-24
12475,1945-02-25
12476,1945-02-26
12477,1945-02-27
12478,1945-02-28
12479,1945-03-01
12480,1945-03-02
12481,1945-03-03
12482,1945-03-04
12483,1945-03-05
12484,1945-03-06
12485,1945-03-07
12486,1945-03-08
12487,1945-03-09
12488,1945-03-10
12489,1945-03-11
12490,1945-03-12
12491,1945-03-13
12492,1945-03-14
12493,1945-03-15
12494,1945-03-16
12495,1945-03-17
12496,1945-03-18
12497,1945-03-19
12498,1945-03-20
12499,1945-03-21
12500,1945-03-22
12501,1945-03-23
12502,1945-03-24
12503,1945-03-25
12504,1945-03-26
12505,1945-03-27
12506,1945-03-28
12507,1945-03-29
12508,1945-03-30
12509,1945-03-31
12510,1945-04-01
12511,1945-04-02
12512,1945-04-03
12513,1945-04-04
12514,1945-04-05
12515,1945-04-06
12516,1945-04-07
12517,1945-04-08
12518,1945-04-09
12519,1945-04-10
12520,1945-04-11
12521,1945-04-12
12522,1945-04-13
12523,1945-04-14
12524,1945-04-15
12525,1945-04-16
12526,1945-04-17
12527,1945-04-18
12528,1945-04-19
12529,1945-04-20
12530,1945-04-21
12531,1945-04-22
12532,1945-04-23
12533,1945-04-24
12534,1945-04-25
12535,1945-04-26
12536,1945-04-27
12537,1945-04-28
12538,1945-04-29
12539,1945-04-30
12540,1945-05-01
12541,1945-05-02
12542,1945-05-03
12543,1945-05-04
12544,1945-05-05
12545,1945-05-06
12546,1945-05-07
12547,1945-05-08
12548,1945-05-09
12549,1945-05-10
12550,1945-05-11
12551,1945-05-12
12552,1945-05-13
12553,1945-05-14
12554,1945-05-15
12555,1945-05-16
12556,1945-05-17
12557,1945-05-18
12558,1945-05-19
12559,1945-05-20
12560,1945-05-21
12561,1945-05-22
12562,1945-05-23
12563,1945-05-24
12564,1945-05-25
12565,1945-05-26
12566,1945-05-27
12567,1945-05-28
12568,1945-05-29
12569,1945-05-30
12570,1945-05-31
12571,1945-06-01
12572,1945-06-02
12573,1945-06-03
12574,1945-06-04
12575,1945-06-05
12576,1945-06-06
12577,1945-06-07
12578,1945-06-08
12579,1945-06-09
12580,1945-06-10
12581,1945-06-11
12582,1945-06-12
12583,1945-06-13
12584,1945-06-14
12585,1945-06-15
12586,1945-06-16
12587,1945-06-17
12588,1945-06-18
12589,1945-06-19
12590,1945-06-20
12591,1945-06-21
12592,1945-06-22
12593,1945-06-23
12594,1945-06-24
12595,1945-06-25
12596,1945-06-26
12597,1945-06-27
12598,1945-06-28
12599,1945-06-29
12600,1945-06-30
12601,1945-07-01
12602,1945-07-02
12603,1945-07-03
12604,1945-07-04
12605,1945-07-05
12606,1945-07-06
12607,1945-07-07
12608,1945-07-08
12609,1945-07-09
12610,1945-07-10
12611,1945-07-11
12612,1945-07-12
12613,1945-07-13
12614,1945-07-14
12615,1945-07-15
12616,1945-07-16
12617,1945-07-17
12618,1945-07-18
12619,1945-07-19
12620,1945-07-20
12621,1945-07-21
12622,1945-07-22
12623,1945-07-23
12624,1945-07-24
12625,1945-07-25
12626,1945-07-26
12627,1945-07-27
12628,1945-07-28
12629,1945-07-29
12630,1945-07-30
12631,1945-07-31
12632,1945-08-01
12633,1945-08-02
12634,1945-08-03
12635,1945-08-04
12636,1945-08-05
12637,1945-08-06
12638,1945-08-07
12639,1945-08-08
12640,1945-08-09
12641,1945-08-10
12642,1945-08-11
12643,1945-08-12
12644,1945-08-13
12645,1945-08-14
12646,1945-08-15
12647,1945-08-16
12648,1945-08-17
12649,1945-08-18
12650,1945-08-19
12651,1945-08-20
12652,1945-08-21
12653,1945-08-22
12654,1945-08-23
12655,1945-08-24
12656,1945-08-25
12657,1945-08-26
12658,1945-08-27
12659,1945-08-28
12660,1945-08-29
12661,1945-08-30
12662,1945-08-31
12663,1945-09-01
12664,1945-09-02
12665,1945-09-03
12666,1945-09-04
12667,1945-09-05
12668,1945-09-06
12669,1945-09-07
12670,1945-09-08
12671,1945-09-09
12672,1945-09-10
12673,1945-09-11
12674,1945-09-12
12675,1945-09-13
12676,1945-09-14
12677,1945-09-15
12678,1945-09-16
12679,1945-09-17
12680,1945-09-18
12681,1945-09-19
12682,1945-09-20
12683,1945-09-21
12684,1945-09-22
12685,1945-09-23
12686,1945-09-24
12687,1945-09-25
12688,1945-09-26
12689,1945-09-27
12690,1945-09-28
12691,1945-09-29
12692,1945-09-30
12693,1945-10-01
12694,1945-10-02
12695,1945-10-03
12696,1945-10-04
12697,1945-10-05
12698,1945-10-06
12699,1945-10-07
12700,1945-10-08
12701,1945-10-09
12702,1945-10-10
12703,1945-10-11
12704,1945-10-12
12705,1945-10-13
12706,1945-10-14
12707,1945-10-15
12708,1945-10-16
12709,1945-10-17
12710,1945-10-18
12711,1945-10-19
12712,1945-10-20
12713,1945-10-21
12714,1945-10-22
12715,1945-10-23
12716,1945-10-24
12717,1945-10-25
12718,1945-10-26
12719,1945-10-27
12720,1945-10-28
12721,1945-10-29
12722,1945-10-30
12723,1945-10-31
12724,1945-11-01
12725,1945-11-02
12726,1945-11-03
12727,1945-11-04
12728,1945-11-05
12729,1945-11-06
12730,1945-11-07
12731,1945-11-08
12732,1945-11-09
12733,1945-11-10
12734,1945-11-11
12735,1945-11-12
12736,1945-11-13
12737,1945-11-14
12738,1945-11-15
12739,1945-11-16
12740,1945-11-17
12741,1945-11-18
12742,1945-11-19
12743,1945-11-20
12744,1945-11-21
12745,1945-11-22
12746,1945-11-23
12747,1945-11-24
12748,1945-11-25
12749,1945-11-26
12750,1945-11-27
12751,1945-11-28
12752,1945-11-29
12753,1945-11-30
12754,1945-12-01
12755,1945-12-02
12756,1945-12-03
12757,1945-12-04
12758,1945-12-05
12759,1945-12-06
12760,1945-12-07
12761,1945-12-08
12762,1945-12-09
12763,1945-12-10
12764,1945-12-11
12765,1945-12-12
12766,1945-12-13
12767,1945-12-14
12768,1945-12-15
12769,1945-12-16
12770,1945-12-17
12771,1945-12-18
12772,1945-12-19
12773,1945-12-20
12774,1945-12-21
12775,1945-12-22
12776,1945-12-23
12777,1945-12-24
12778,1945-12-25
12779,1945-12-26
12780,1945-12-27
12781,1945-12-28
12782,1945-12-29
12783,1945-12-30
12784,1945-12-31
12785,1946-01-01
12786,1946-01-02
12787,1946-01-03
12788,1946-01-04
12789,1946-01-05
12790,1946-01-06
12791,1946-01-07
12792,1946-01-08
12793,1946-01-09
12794,1946-01-10
12795,1946-01-11
12796,1946-01-12
12797,1946-01-13
12798,1946-01-14
12799,1946-01-15
12800,1946-01-16
12801,1946-01-17
12802,1946-01-18
12803,1946-01-19
12804,1946-01-20
12805,1946-01-21
12806,1946-01-22
12807,1946-01-23
12808,1946-01-24
12809,1946-01-25
12810,1946-01-26
12811,1946-01-27
12812,1946-01-28
12813,1946-01-29
12814,1946-01-30
12815,1946-01-31
12816,1946-02-01
12817,1946-02-02
12818,1946-02-03
12819,1946-02-04
12820,1946-02-05
12821,1946-02-06
12822,1946-02-07
12823,1946-02-08
12824,1946-02-09
12825,1946-02-10
12826,1946-02-11
12827,1946-02-12
12828,1946-02-13
12829,1946-02-14
12830,1946-02-15
12831,1946-02-16
12832,1946-02-17
12833,1946-02-18
12834,1946-02-19
12835,1946-02-20
12836,1946-02-21
12837,1946-02-22
12838,1946-02-23
12839,1946-02-24
12840,1946-02-25
12841,1946-02-26
12842,1946-02-27
12843,1946-02-28
12844,1946-03-01
12845,1946-03-02
12846,1946-03-03
12847,1946-03-04
12848,1946-03-05
12849,1946-03-06
12850,1946-03-07
12851,1946-03-08
12852,1946-03-09
12853,1946-03-10
12854,1946-03-11
12855,1946-03-12
12856,1946-03-13
12857,1946-03-14
12858,1946-03-15
12859,1946-03-16
12860,1946-03-17
12861,1946-03-18
12862,1946-03-19
12863,1946-03-20
12864,1946-03-21
12865,1946-03-22
12866,1946-03-23
12867,1946-03-24
12868,1946-03-25
12869,1946-03-26
12870,1946-03-27
12871,1946-03-28
12872,1946-03-29
12873,1946-03-30
12874,1946-03-31
12875,1946-04-01
12876,1946-04-02
12877,1946-04-03
12878,1946-04-04
12879,1946-04-05
12880,1946-04-06
12881,1946-04-07
12882,1946-04-08
12883,1946-04-09
12884,1946-04-10
12885,1946-04-11
12886,1946-04-12
12887,1946-04-13
12888,1946-04-14
12889,1946-04-15
12890,1946-04-16
12891,1946-04-17
12892,1946-04-18
12893,1946-04-19
12894,1946-04-20
12895,1946-04-21
12896,1946-04-22
12897,1946-04-23
12898,1946-04-24
12899,1946-04-25
12900,1946-04-26
12901,1946-04-27
12902,1946-04-28
12903,1946-04-29
12904,1946-04-30
12905,1946-05-01
12906,1946-05-02
12907,1946-05-03
12908,1946-05-04
12909,1946-05-05
12910,1946-05-06
12911,1946-05-07
12912,1946-05-08
12913,1946-05-09
12914,1946-05-10
12915,1946-05-11
12916,1946-05-12
12917,1946-05-13
12918,1946-05-14
12919,1946-05-15
12920,1946-05-16
12921,1946-05-17
12922,1946-05-18
12923,1946-05-19
12924,1946-05-20
12925,1946-05-21
12926,1946-05-22
12927,1946-05-23
12928,1946-05-24
12929,1946-05-25
12930,1946-05-26
12931,1946-05-27
12932,1946-05-28
12933,1946-05-29
12934,1946-05-30
12935,1946-05-31
12936,1946-06-01
12937,1946-06-02
12938,1946-06-03
12939,1946-06-04
12940,1946-06-05
12941,1946-06-06
12942,1946-06-07
12943,1946-06-08
12944,1946-06-09
12945,1946-06-10
12946,1946-06-11
12947,1946-06-12
12948,1946-06-13
12949,1946-06-14
12950,1946-06-15
12951,1946-06-16
12952,1946-06-17
12953,1946-06-18
12954,1946-06-19
12955,1946-06-20
12956,1946-06-21
12957,1946-06-22
12958,1946-06-23
12959,1946-06-24
12960,1946-06-25
12961,1946-06-26
12962,1946-06-27
12963,1946-06-28
12964,1946-06-29
12965,1946-06-30
12966,1946-07-01
12967,1946-07-02
12968,1946-07-03
12969,1946-07-04
12970,1946-07-05
12971,1946-07-06
12972,1946-07-07
12973,1946-07-08
12974,1946-07-09
12975,1946-07-10
12976,1946-07-11
12977,1946-07-12
12978,1946-07-13
12979,1946-07-14
12980,1946-07-15
12981,1946-07-16
12982,1946-07-17
12983,1946-07-18
12984,1946-07-19
12985,1946-07-20
12986,1946-07-21
12987,1946-07-22
12988,1946-07-23
12989,1946-07-24
12990,1946-07-25
12991,1946-07-26
12992,1946-07-27
12993,1946-07-28
12994,1946-07-29
12995,1946-07-30
12996,1946-07-31
12997,1946-08-01
12998,1946-08-02
12999,1946-08-03
13000,1946-08-04
13001,1946-08-05
13002,1946-08-06
13003,1946-08-07
13004,1946-08-08
13005,1946-08-09
13006,1946-08-10
13007,1946-08-11
13008,1946-08-12
13009,1946-08-13
13010,1946-08-14
13011,1946-08-15
13012,1946-08-16
13013,1946-08-17
13014,1946-08-18
13015,1946-08-19
13016,1946-08-20
13017,1946-08-21
13018,1946-08-22
13019,1946-08-23
13020,1946-08-24
13021,1946-08-25
13022,1946-08-26
13023,1946-08-27
13024,1946-08-28
13025,1946-08-29
13026,1946-08-30
13027,1946-08-31
13028,1946-09-01
13029,1946-09-02
13030,1946-09-03
13031,1946-09-04
13032,1946-09-05
13033,1946-09-06
13034,1946-09-07
13035,1946-09-08
13036,1946-09-09
13037,1946-09-10
13038,1946-09-11
13039,1946-09-12
13040,1946-09-13
13041,1946-09-14
13042,1946-09-15
13043,1946-09-16
13044,1946-09-17
13045,1946-09-18
13046,1946-09-19
13047,1946-09-20
13048,1946-09-21
13049,1946-09-22
13050,1946-09-23
13051,1946-09-24
13052,1946-09-25
13053,1946-09-26
13054,1946-09-27
13055,1946-09-28
13056,1946-09-29
13057,1946-09-30
13058,1946-10-01
13059,1946-10-02
13060,1946-10-03
13061,1946-10-04
13062,1946-10-05
13063,1946-10-06
13064,1946-10-07
13065,1946-10-08
13066,1946-10-09
13067,1946-10-10
13068,1946-10-11
13069,1946-10-12
13070,1946-10-13
13071,1946-10-14
13072,1946-10-15
13073,1946-10-16
13074,1946-10-17
13075,1946-10-18
13076,1946-10-19
13077,1946-10-20
13078,1946-10-21
13079,1946-10-22
13080,1946-10-23
13081,1946-10-24
13082,1946-10-25
13083,1946-10-26
13084,1946-10-27
13085,1946-10-28
13086,1946-10-29
13087,1946-10-30
13088,1946-10-31
13089,1946-11-01
13090,1946-11-02
13091,1946-11-03
13092,1946-11-04
13093,1946-11-05
13094,1946-11-06
13095,1946-11-07
13096,1946-11-08
13097,1946-11-09
13098,1946-11-10
13099,1946-11-11
13100,1946-11-12
13101,1946-11-13
13102,1946-11-14
13103,1946-11-15
13104,1946-11-16
13105,1946-11-17
13106,1946-11-18
13107,1946-11-19
13108,1946-11-20
13109,1946-11-21
13110,1946-11-22
13111,1946-11-23
13112,1946-11-24
13113,1946-11-25
13114,1946-11-26
13115,1946-11-27
13116,1946-11-28
13117,1946-11-29
13118,1946-11-30
13119,1946-12-01
13120,1946-12-02
13121,1946-12-03
13122,1946-12-04
13123,1946-12-05
13124,1946-12-06
13125,1946-12-07
13126,1946-12-08
13127,1946-12-09
13128,1946-12-10
13129,1946-12-11
13130,1946-12-12
13131,1946-12-13
13132,1946-12-14
13133,1946-12-15
13134,1946-12-16
13135,1946-12-17
13136,1946-12-18
13137,1946-12-19
13138,1946-12-20
13139,1946-12-21
13140,1946-12-22
13141,1946-12-23
13142,1946-12-24
13143,1946-12-25
13144,1946-12-26
13145,1946-12-27
13146,1946-12-28
13147,1946-12-29
13148,1946-12-30
13149,1946-12-31
13150,1947-01-01
13151,1947-01-02
13152,1947-01-03
13153,1947-01-04
13154,1947-01-05
13155,1947-01-06
13156,1947-01-07
13157,1947-01-08
13158,1947-01-09
13159,1947-01-10
13160,1947-01-11
13161,1947-01-12
13162,1947-01-13
13163,1947-01-14
13164,1947-01-15
13165,1947-01-16
13166,1947-01-17
13167,1947-01-18
13168,1947-01-19
13169,1947-01-20
13170,1947-01-21
13171,1947-01-22
13172,1947-01-23
13173,1947-01-24
13174,1947-01-25
13175,1947-01-26
13176,1947-01-27
13177,1947-01-28
13178,1947-01-29
13179,1947-01-30
13180,1947-01-31
13181,1947-02-01
13182,1947-02-02
13183,1947-02-03
13184,1947-02-04
13185,1947-02-05
13186,1947-02-06
13187,1947-02-07
13188,1947-02-08
13189,1947-02-09
13190,1947-02-10
13191,1947-02-11
13192,1947-02-12
13193,1947-02-13
13194,1947-02-14
13195,1947-02-15
13196,1947-02-16
